Bernabei Code;Name;Current Price;Ordinary Price;Lowest Price 30 Days;Tags;Category;Last Checked;Link;Image URL
1880;Pinot Bianco Vorberg Riserva Terlano 2023;32,2;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.039324;https://www.bernabei.it/pinot-bianco-vorberg-riserva-terlano-2023;https://www.bernabei.it/ARTICOLI200/S_1063.png
1799;Buio Buio Carignano Del Sulcis Riserva Mesa 2022;24,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.064307;https://www.bernabei.it/carignano-del-sulcis-doc-riserva-buio-buio-cantina-mesa;https://www.bernabei.it/ARTICOLI200/S_971.png
20319;Barbaresco Tradizione Marchesi Di Barolo 2021;32,0;;22,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.304748;https://www.bernabei.it/barbaresco-tradizione-marchesi-di-barolo;https://www.bernabei.it/ARTICOLI200/S_12838.png
135120618599021770590592;Terre Di San Leonardo Tenuta San Leonardo 2022;15,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:15.825694;https://www.bernabei.it/terre-di-san-leonardo-tenuta-san-leonardo;https://www.bernabei.it/ARTICOLI200/S_400.png
12459;Château Roc De Villepreux Bio Bordeaux Supérieur 2022;10,9;11,7;;Vini Biologici,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.200672;https://www.bernabei.it/chateau-roc-de-villepreux-bio-bordeaux-superieur;https://www.bernabei.it/ARTICOLI200/S_7977.png
16774;Don Brizio Rosato Cantine Briziarelli 2024;7,8;;7,4;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.227442;https://www.bernabei.it/don-brizio-rosato-cantine-briziarelli;https://www.bernabei.it/ARTICOLI200/S_9949.png
7144;Rosso Conero San Lorenzo Umani Ronchi 2023;12,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.251108;https://www.bernabei.it/rosso-conero-doc-san-lorenzo-2022-umani-ronchi;https://www.bernabei.it/ARTICOLI200/S_6175.png
7100;Riesling Tűzkő Bátaapáti Antinori 2024;8,3;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.280337;https://www.bernabei.it/riesling-tuzko-bataapati-antinori-2024;https://www.bernabei.it/ARTICOLI200/S_6094.png
1223;Amarone Classico Bolla 2020;23,2;28,8;22,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.177752;https://www.bernabei.it/amarone-classico-bolla-2020;https://www.bernabei.it/ARTICOLI200/S_257.png
537521408505821770590592;Magnum Amarone Classico Passo Del Bovaro 2019;49,8;;;Spedizione gratuita,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:15.873246;https://www.bernabei.it/magnum-amarone-classico-passo-del-bovaro-2019;https://www.bernabei.it/ARTICOLI200/S_4353.png
2071;Piani Di Tufara Moscato Di Trani Dolce Rivera 2022;9,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.381472;https://www.bernabei.it/moscato-di-trani-doc-dolce-piani-di-tufara-2022-rivera;https://www.bernabei.it/ARTICOLI200/S_2720.png
1206;Morellino Di Scansano Marteto Bruni 2024;9,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:15.887739;https://www.bernabei.it/morellino-di-scansano-marteto-bruni;https://www.bernabei.it/ARTICOLI200/S_235.png
7102;Cabernet Sauvignon Reserva Hussonet Haras De Pirque Antinori 2023;12,2;;11,9;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.407380;https://www.bernabei.it/cabernet-sauvignon-reserva-hussonet-haras-de-pirque-antinori-2023;https://www.bernabei.it/ARTICOLI200/S_6089.png
20341;Lacrima Di Morro D'Alba Belisario 2024;8,4;9,8;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.089537;https://www.bernabei.it/lacrima-di-morro-d-alba-belisario;https://www.bernabei.it/ARTICOLI200/S_12860.png
1922;Dolcetto D'Alba Dabbene Bovio 2023;10,9;;8,8;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.481276;https://www.bernabei.it/dolcetto-d-alba-dabbene-bovio-2023;https://www.bernabei.it/ARTICOLI200/S_2025.png
10657;Montefalco Rosso Riserva Lampante Tenute Lunelli 2021;18,9;;17,5;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.504714;https://www.bernabei.it/montefalco-rosso-riserva-doc-lampante-tenute-lunelli;https://www.bernabei.it/ARTICOLI200/S_6686.png
10786;Brunello Di Montalcino La Poderina Tenute Del Cerro 2020 (Astucciato);29,8;36,8;27,0;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.431492;https://www.bernabei.it/brunello-di-montalcino-docg-la-poderina-tenute-del-cerro-astucciato;https://www.bernabei.it/ARTICOLI200/S_6790.png
2254;Barbera D'Alba Batasiolo 2024;9,9;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.451170;https://www.bernabei.it/barbera-d-alba-batasiolo;https://www.bernabei.it/ARTICOLI200/S_2616.png
6858;Soave Classico Retrò Bolla 2024;6,9;7,1;6,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.691191;https://www.bernabei.it/soave-classico-retro-bolla;https://www.bernabei.it/ARTICOLI200/S_6256.png
19621;Cesanese Del Piglio Santa Passera 2024;7,9;8,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.531214;https://www.bernabei.it/cesanese-del-piglio-docg-santa-passera;https://www.bernabei.it/ARTICOLI200/S_12328.png
7910;Falanghina Via Del Campo Quintodecimo 2024;31,9;;30,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.665035;https://www.bernabei.it/irpinia-doc-falanghina-via-del-campo-quintodecimo;https://www.bernabei.it/ARTICOLI200/S_5327.png
1943015200787301770590594;Corvina Jèma Cesari 2017;9,9;;;Vini Biologici,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:15.959095;https://www.bernabei.it/corvina-jema-cesari;https://www.bernabei.it/ARTICOLI200/S_12210.png
18333;Aglianico Dal Re Feudi Di San Gregorio 2022;12,5;;11,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.713419;https://www.bernabei.it/irpinia-doc-aglianico-dal-re-feudi-di-san-gregorio;https://www.bernabei.it/ARTICOLI200/S_11446.png
12720;Nebbiolo Giacomo Fenocchio 2023;16,8;;15,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.743948;https://www.bernabei.it/langhe-doc-nebbiolo-giacomo-fenocchio;https://www.bernabei.it/ARTICOLI200/S_8220.png
1393;Grillo Altavilla Della Corte Firriato 2024;10,4;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.560780;https://www.bernabei.it/grillo-altavilla-della-corte-firriato;https://www.bernabei.it/ARTICOLI200/S_453.png
1661;Barolo Monfalletto Cordero Di Montezemolo 2021;46,9;;45,0;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.790529;https://www.bernabei.it/barolo-monfalletto-cordero-di-montezemolo;https://www.bernabei.it/ARTICOLI200/S_792.png
10280;Bolgheri Vermentino Solosole Poggio Al Tesoro 2024;20,5;;;Premiato,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.607494;https://www.bernabei.it/bolgheri-doc-vermentino-solosole-poggio-al-tesoro;https://www.bernabei.it/ARTICOLI200/S_6410.png
1397;Sherazade Donnafugata 2024;12,4;;11,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.816571;https://www.bernabei.it/sicilia-doc-sherazade-donnafugata;https://www.bernabei.it/ARTICOLI200/S_458.png
13063301117971770590594;Lighea Donnafugata 2024;15,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:16.015689;https://www.bernabei.it/lighea-donnafugata-2024;https://www.bernabei.it/ARTICOLI200/S_344.png
1204;Primitivo Torcicoda Tormaresca 2023;18,0;;14,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:16.025665;https://www.bernabei.it/primitivo-torcicoda-tormaresca-2023;https://www.bernabei.it/ARTICOLI200/S_215.png
1467;Ripa Bianca Galluccio Telaro 2023;6,0;7,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:24.763263;https://www.bernabei.it/ripa-bianca-galluccio-telaro-2023;https://www.bernabei.it/ARTICOLI200/S_547.png
10124;Damarino Donnafugata 2024;10,7;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.864341;https://www.bernabei.it/sicilia-doc-damarino-donnafugata;https://www.bernabei.it/ARTICOLI200/S_6278.png
1374;Pinot Grigio Valdadige Santa Margherita 2024;10,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:25.941364;https://www.bernabei.it/pinot-grigio-valdadige-santa-margherita;https://www.bernabei.it/ARTICOLI200/S_431.png
9276;Montefalco Rosso Riserva Arnaldo Caprai 2022;22,0;;19,2;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.963632;https://www.bernabei.it/montefalco-rosso-riserva-doc-arnaldo-caprai;https://www.bernabei.it/ARTICOLI200/S_6136.png
16808;Rosato Maggese Castelli Del Grevepesa 2024;10,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:24.161233;https://www.bernabei.it/rosato-maggese-castelli-del-grevepesa;https://www.bernabei.it/ARTICOLI200/S_9968.png
1552;Barbera D'alba Cordero Di Montezemolo 2024;16,9;;15,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:25.990708;https://www.bernabei.it/barbera-d-alba-cordero-di-montezemolo;https://www.bernabei.it/ARTICOLI200/S_655.png
17006;Anghelu Ruju Sella & Mosca 2009 (Cassetta in Legno);36,0;;29,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.013804;https://www.bernabei.it/alghero-rosso-liquoroso-doc-anghelu-ruju-sella-mosca;https://www.bernabei.it/ARTICOLI200/S_10523.png
15419;Chianti Classico Riserva Ser Lapo Mazzei 2022;18,8;;16,9;Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.091123;https://www.bernabei.it/chianti-classico-riserva-docg-ser-lapo-mazzei;https://www.bernabei.it/ARTICOLI200/S_9179.png
4439;Chardonnay Pietrabianca Tenuta Bocca Di Lupo 2024;19,8;;18,9;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.117325;https://www.bernabei.it/chardonnay-pietrabianca-tenuta-bocca-di-lupo-2024;https://www.bernabei.it/ARTICOLI200/S_3553.png
19840;Pinot Grigio Feudi Di Romans 2024;9,0;10,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-08 22:44:16.105479;https://www.bernabei.it/friuli-isonzo-doc-pinot-grigio-feudi-di-romans;https://www.bernabei.it/ARTICOLI200/S_12459.png
2654;Primitivo Di Manduria Raccontami Vespa 2022;19,8;;;Premiato,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.178161;https://www.bernabei.it/primitivo-di-manduria-raccontami-vespa;https://www.bernabei.it/ARTICOLI200/S_2752.png
12624543932341770590596;Nebbiolo Pio Cesare 2022;20,8;;18,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:16.118715;https://www.bernabei.it/nebbiolo-pio-cesare-2022;https://www.bernabei.it/ARTICOLI200/S_298.png
12487;Natureo Bianco 0,0 Torres 2024;12,8;;10,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.251359;https://www.bernabei.it/natureo-bianco-torres;https://www.bernabei.it/ARTICOLI200/S_8017.png
3728;Fragolino Rosso Bottega;6,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.280482;https://www.bernabei.it/fragolino-bottega-rosso;https://www.bernabei.it/ARTICOLI200/S_2270.png
1536;Sylvaner Abbazia Di Novacella 2024;13,0;;11,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.307964;https://www.bernabei.it/sylvaner-abbazia-di-novacella-2024;https://www.bernabei.it/ARTICOLI200/S_638.png
12926;Etna Bianco Alta Mora Cusumano 2023;20,9;25,0;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.335867;https://www.bernabei.it/etna-bianco-doc-alta-mora-cusumano;https://www.bernabei.it/ARTICOLI200/S_8370.png
4734;Vernaccia Di San Gimignano Bertesca Castelli Del Grevepesa 2024;6,9;8,3;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.368299;https://www.bernabei.it/vernaccia-di-san-gimignano-bertesca-castelli-del-grevepesa;https://www.bernabei.it/ARTICOLI200/S_3719.png
18318;Lacryma Christi Rosso Feudi Di San Gregorio 2024;10,0;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:24.890881;https://www.bernabei.it/lacryma-christi-rosso-vesuvio-doc-feudi-di-san-gregorio;https://www.bernabei.it/ARTICOLI200/S_11442.png
4459;Grillo SurSur Donnafugata 2024;13,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.040913;https://www.bernabei.it/grillo-sursur-donnafugata-2024;https://www.bernabei.it/ARTICOLI200/S_3575.png
2393;Vermentino MaremmAlta 2024;7,5;;6,7;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.064511;https://www.bernabei.it/vermentino-maremmalta-2024;https://www.bernabei.it/ARTICOLI200/S_401.png
12287;Pecorino Trabocchetto Talamonti 2025;10,9;;9,3;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.465471;https://www.bernabei.it/pecorino-trabocchetto-talamonti;https://www.bernabei.it/ARTICOLI200/S_7863.png
1724;Dolcetto D'Alba Cordero Di Montezemolo 2024;14,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.563310;https://www.bernabei.it/dolcetto-d-alba-cordero-di-montezemolo;https://www.bernabei.it/ARTICOLI200/S_871.png
20299;Pinot Grigio Alois Lageder 2024;10,9;12,5;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.390905;https://www.bernabei.it/pinot-grigio-alois-lageder;https://www.bernabei.it/ARTICOLI200/S_12819.png
1460;Mezza Bottiglia Anthìlia Donnafugata 2025 375ml;5,8;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.413755;https://www.bernabei.it/mezza-bottiglia-anthilia-donnafugata-375ml;https://www.bernabei.it/ARTICOLI200/S_540.png
1503;Barbaresco Prunotto 2022;29,8;31,0;29,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.613316;https://www.bernabei.it/barbaresco-prunotto-2022;https://www.bernabei.it/ARTICOLI200/S_591.png
18554;Ribolla Gialla Livio Felluga 2024;20,9;;19,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:16.227892;https://www.bernabei.it/colli-orientali-del-friuli-doc-ribolla-gialla-livio-felluga;https://www.bernabei.it/ARTICOLI200/S_11550.png
1256;Rosa Del Golfo 2024;10,8;;10,3;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.664498;https://www.bernabei.it/rosa-del-golfo-2024;https://www.bernabei.it/ARTICOLI200/S_292.png
1485;Mezza Bottiglia Vermentino Di Gallura Superiore Cucaione Piero Mancini 2024 3...;5,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.690748;https://www.bernabei.it/mezza-bottiglia-vermentino-di-gallura-superiore-cucaione-piero-mancini-375ml;https://www.bernabei.it/ARTICOLI200/S_569.png
126720139649271770590598;Merlot Elena Walch 2024;15,8;;14,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-08 22:44:16.258173;https://www.bernabei.it/merlot-elena-walch-2024;https://www.bernabei.it/ARTICOLI200/S_303.png
446012958957301770590598;Lumera Donnafugata 2024;13,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:16.272630;https://www.bernabei.it/lumera-donnafugata-2024;https://www.bernabei.it/ARTICOLI200/S_3577.png
10697;Morellino Di Scansano Purosangue Terenzi 2022;19,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.591161;https://www.bernabei.it/morellino-di-scansano-docg-purosangue-terenzi;https://www.bernabei.it/ARTICOLI200/S_6720.png
2022;Balanubi Malvasia Nicosia 50cl;9,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.944201;https://www.bernabei.it/balanubi-malvasia-nicosia-50cl;https://www.bernabei.it/ARTICOLI200/S_1043.png
1486;Lagrein Rosé Alois Lageder 2024;10,8;12,8;10,5;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.794493;https://www.bernabei.it/lagrein-rose-alois-lageder;https://www.bernabei.it/ARTICOLI200/S_570.png
19441;Pinot Grigio Attems 2023;9,9;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.840563;https://www.bernabei.it/friuli-doc-pinot-grigio-attems;https://www.bernabei.it/ARTICOLI200/S_12223.png
1436;Rosso Di Montalcino Fattoria Dei Barbi 2023;13,6;14,2;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.864056;https://www.bernabei.it/rosso-di-montalcino-fattoria-dei-barbi-2023;https://www.bernabei.it/ARTICOLI200/S_508.png
1382;Belnero Banfi 2023;15,2;16,9;13,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.890726;https://www.bernabei.it/belnero-banfi;https://www.bernabei.it/ARTICOLI200/S_439.png
1478;Chianti Classico Gran Selezione Badia A Passignano Antinori 2021;42,8;;;Top Selection,Premiato,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.920791;https://www.bernabei.it/chianti-classico-gran-selezione-badia-a-passignano-antinori-2021;https://www.bernabei.it/ARTICOLI200/S_560.png
1624;Fiano Di Avellino Riserva Pietracalda Feudi Di San Gregorio 2023;16,0;;13,5;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.641386;https://www.bernabei.it/fiano-di-avellino-riserva-pietracalda-feudi-di-san-gregorio-2023;https://www.bernabei.it/ARTICOLI200/S_748.png
7354;Vermentino Di Sardegna Su'Imari Su'Entu 2024;10,4;;8,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.024081;https://www.bernabei.it/vermentino-di-sardegna-su-imari-su-entu-2024;https://www.bernabei.it/ARTICOLI200/S_4933.png
1779;Lagrein Franz Haas 2023;21,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.050741;https://www.bernabei.it/lagrein-franz-haas-2023;https://www.bernabei.it/ARTICOLI200/S_946.png
7142;Passerina Vigor Umani Ronchi 2024;7,9;;7,8;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.077380;https://www.bernabei.it/passerina-vigor-umani-ronchi;https://www.bernabei.it/ARTICOLI200/S_6177.png
8175;Vino Nobile Di Montepulciano Silìneo Fattoria Del Cerro 2022;13,7;16,1;12,9;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.822444;https://www.bernabei.it/vino-nobile-di-montepulciano-docg-fattoria-del-cerro-tenute-del-cerro-2015;https://www.bernabei.it/ARTICOLI200/S_5493.png
7861;Chablis Domaine D'Elise 2023;22,0;;18,7;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.118376;https://www.bernabei.it/chablis-aoc-domaine-d-elise;https://www.bernabei.it/ARTICOLI200/S_5291.png
4637;Grechetto Poggio Della Costa Sergio Mottura 2023;13,9;;12,5;Vini Biologici,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.150118;https://www.bernabei.it/grechetto-poggio-della-costa-sergio-mottura-2023;https://www.bernabei.it/ARTICOLI200/S_3635.png
1561;Pinot Nero Riserva Sanct Valentin St. Michael Eppan 2022;38,0;;;Premiato,BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:26.997563;https://www.bernabei.it/pinot-nero-riserva-sanct-valentin-st-michael-eppan-2022;https://www.bernabei.it/ARTICOLI200/S_666.png
12927;Etna Rosato Alta Mora Cusumano 2022;24,0;;17,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:26.445419;https://www.bernabei.it/etna-rosato-doc-alta-mora-cusumano;https://www.bernabei.it/ARTICOLI200/S_8371.png
19543;Guidalberto Tenuta San Guido 2023;48,8;50,6;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:27.170862;https://www.bernabei.it/guidalberto-tenuta-san-guido;https://www.bernabei.it/ARTICOLI200/S_12296.png
4628;Primitivo Pri Ne Ro Masseria Spaccafico 2018;10,9;14,9;10,2;POPULAR,POPULAR,Special Price,Prezzo più basso:,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:27.200095;https://www.bernabei.it/primitivo-pri-ne-ro-masseria-spaccafico-2018;https://www.bernabei.it/ARTICOLI200/S_3627.png
9534;Notturno Dei Calanchi Paolo E Noemia d'Amico 2023;19,9;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.224194;https://www.bernabei.it/notturno-dei-calanchi-paolo-e-noemia-d-amico;https://www.bernabei.it/ARTICOLI200/S_6167.png
1989;Magnum Brunello Di Montalcino Banfi 2019 (Cassetta in Legno);85,0;;74,0;Spedizione gratuita,Premiato,POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.246874;https://www.bernabei.it/magnum-brunello-di-montalcino-banfi-2019-cassetta-in-legno;https://www.bernabei.it/ARTICOLI200/S_12041.png
19628;Passerina Neola iLauri 2024;6,9;;6,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.300629;https://www.bernabei.it/abruzzo-doc-passerina-neola-ilauri;https://www.bernabei.it/ARTICOLI200/S_12335.png
1587;Pinot Grigio Gris Lis Neris 2022;24,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.326931;https://www.bernabei.it/pinot-grigio-gris-lis-neris;https://www.bernabei.it/ARTICOLI200/S_695.png
135432485337471770590600;Sauvignon La Tunella 2024;15,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-08 22:44:16.457006;https://www.bernabei.it/colli-orientali-del-friuli-doc-sauvignon-la-tunella;https://www.bernabei.it/ARTICOLI200/S_8838.png
10855;Pinot Nero Riserva Praepositus Abbazia Di Novacella 2022;34,0;;29,0;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.427750;https://www.bernabei.it/alto-adige-valle-isarco-doc-pinot-nero-riserva-praepositus-abbazia-di-novacella;https://www.bernabei.it/ARTICOLI200/S_6832.png
10695;Vermentino Balbino Terenzi 2024;12,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.450789;https://www.bernabei.it/maremma-toscana-doc-vermentino-balbino-terenzi;https://www.bernabei.it/ARTICOLI200/S_6718.png
1808;Barolo Pio Cesare 2021;52,0;54,0;;Spedizione gratuita,Premiato,BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:26.717494;https://www.bernabei.it/barolo-pio-cesare;https://www.bernabei.it/ARTICOLI200/S_981.png
1921;Frascati Superiore Riserva Luna Mater Fontana Candida 2022;18,5;;16,7;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.477503;https://www.bernabei.it/frascati-superiore-riserva-luna-mater-fontana-candida;https://www.bernabei.it/ARTICOLI200/S_2024.png
18250;Vino Elementare Bianco Bellone Biologico 1Litro 2023;7,8;;6,9;POPULAR,POPULAR,Prezzo più basso:;/vino-online/;2026-02-09 06:50:27.375611;https://www.bernabei.it/vino-elementare-bianco-bellone-biologico-1litro;https://www.bernabei.it/ARTICOLI200/S_11416.png
1240;Fiano Le Cinque Pietre Telaro 2022;6,9;8,9;;BEST PRICE,BEST PRICE,Special Price,È il prezzo più basso in 30 gg,Prezzo ordinario:;/vino-online/;2026-02-09 06:50:25.584620;https://www.bernabei.it/fiano-le-cinque-pietre-telaro-2022;https://www.bernabei.it/ARTICOLI200/S_276.png
1293;Altavilla Della Corte Cabernet Sauvignon Firriato 2023;10,5;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.579907;https://www.bernabei.it/altavilla-della-corte-cabernet-sauvignon-firriato;https://www.bernabei.it/ARTICOLI200/S_330.png
1328;Pinot Bianco Jermann 2024;18,0;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.602797;https://www.bernabei.it/pinot-bianco-jermann;https://www.bernabei.it/ARTICOLI200/S_369.png
1932;Mezza Bottiglia Satrico Casale Del Giglio 2024 375ml;6,8;;;BEST PRICE,BEST PRICE,È il prezzo più basso in 30 gg;/vino-online/;2026-02-09 06:50:27.631759;https://www.bernabei.it/mezza-bottiglia-satrico-casale-del-giglio-2024-375ml;https://www.bernabei.it/ARTICOLI200/S_2060.png
